R,G,B,Label
42.7949,41.7897,52.1136,0
22.4629,24.5573,26.8979,0
19.1247,25.3509,37.7454,0
21.5441,37.8577,75.0062,0
36.7101,56.4704,99.1724,0
24.4567,35.888,59.1889,0
24.0897,44.9007,97.772,0
18.15,34.5939,73.3776,0
18.4269,33.2893,64.4496,0
36.8644,51.6017,87.5261,0
20.8817,27.0085,40.0746,0
20.1695,34.1054,68.981,0
19.2401,24.2588,33.7414,0
21.8962,40.0381,77.3711,0
16.6908,28.0321,44.227,0
17.8388,22.4784,24.4923,0
19.6799,26.7736,38.8546,0
22.5328,30.875,44.9726,0
27.7018,29.3271,33.8448,0
48.9199,48.8953,48.444,0
70.6716,68.6325,57.5461,0
90.4298,86.8357,62.9927,0
113.92,107.5492,74.4322,2
115.214,110.8152,78.8659,2
103.1516,98.5299,72.2503,2
75.4068,75.5787,60.0674,2
21.3193,29.4744,49.5992,0
28.6369,52.4881,113.7328,0
28.9152,50.9722,106.7716,0
26.7039,41.149,71.9275,0
22.334,28.6055,41.1875,0
18.1937,43.4351,113.3078,0
20.0784,37.942,82.6371,0
20.0471,38.5724,79.8183,0
19.5853,34.245,59.0747,0
18.0894,22.901,31.4583,0
18.1632,21.3226,28.0572,0
24.5704,45.9246,100.128,0
16.8857,32.6821,67.543,0
16.5873,21.6983,23.7857,0
22.3662,31.1119,40.1199,0
20.225,31.9725,51.3423,0
19.9917,38.2094,81.9772,0
23.4171,24.2425,33.6502,0
25.7326,30.8626,45.3303,0
22.751,26.1909,33.7119,0
26.4926,29.1454,36.9154,0
43.3892,44.7393,47.0186,0
67.796,66.5075,56.0875,2
91.2019,88.3772,66.2547,2
28.4376,74.97,30.7587,0
29.6809,75.4181,34.5311,0
27.6813,74.1637,28.5297,0
23.0298,71.2501,34.0505,0
35.6062,83.3326,43.1254,0
62.9742,103.3698,72.6439,2
28.9429,72.5673,32.0658,0
21.5509,63.0233,22.8597,0
33.6524,80.0934,41.3185,0
70.1067,122.2806,96.332,2
58.9558,148.8949,132.4588,1
29.5512,161.8015,146.0053,1
18.2955,53.5845,17.3631,0
50.1147,96.3367,62.4806,2
62.2575,137.9819,119.349,2
39.5848,161.5297,158.0517,1
47.3895,182.295,181.6479,1
42.4078,189.8683,183.5696,1
54.9894,97.1246,68.0626,2
40.8641,116.2806,56.0311,1
34.5356,117.7226,16.3621,1
36.849,120.319,18.9973,1
32.8365,116.0484,17.9048,1
28.9114,110.8776,14.4342,1
17.7766,44.6533,8.6092,1
27.0324,55.5053,20.6274,1
84.7244,104.1199,82.5838,1
107.336,103.411,81.9538,2
34.844,116.1343,110.6505,1
13.0528,118.7336,106.0809,1
11.9058,134.1034,115.3961,1
20.4508,142.7293,125.4024,1
7.0638,110.2421,86.7237,1
19.1803,39.2232,7.5898,1
44.5667,64.6454,40.2549,1
103.3989,89.2303,64.8386,2
67.3053,118.1117,118.6835,2
40.8056,141.0307,145.4948,1
29.9016,137.8399,131.5244,1
17.9058,125.9421,110.1798,1
15.9824,125.5088,106.3332,1
7.0218,100.7578,85.5361,1
30.5244,54.9742,29.488,1
110.482,101.4667,81.2208,2
87.0897,101.5715,91.7677,2
23.0676,95.3158,101.1837,1
16.7811,95.2383,99.9518,1
16.9287,106.4168,102.4181,1
25.6459,122.8038,110.856,1
14.4063,103.1906,87.0603,1
3.9572,67.3618,52.3035,1
83.8109,96.4667,77.6036,2
129.2276,120.1932,101.8678,2
45.7447,113.7464,120.2624,1
17.0717,86.2742,91.1593,1
13.7835,79.6742,83.5892,1
18.9151,90.1123,89.5044,1
14.9734,83.5356,74.5614,1
5.1947,64.9297,53.176,1
3.8596,61.828,50.5573,1
115.7869,109.9836,82.4898,2
63.4881,126.4076,119.7183,2
22.7481,112.6298,111.6887,1
21.6744,94.2139,96.3155,1
22.7928,90.8374,93.2603,1
19.4285,85.0499,82.0671,1
23.9633,89.9842,86.3752,1
15.3071,89.2467,81.4589,1
10.2008,86.427,76.1671,1
91.2053,130.6894,117.6515,2
27.6975,131.1834,126.275,1
26.319,120.5556,118.3381,1
21.5509,101.706,98.2977,1
41.3717,119.7354,119.3183,1
38.8412,115.9713,115.1556,1
29.7343,108.2287,108.1764,1
15.955,97.9987,90.7819,1
15.7536,102.3452,86.8677,1
